;Unnamed: 0;Area_Plantio;Perc_Falha;Perc_Infest_Inv;Ciclo;CD_CLAS_DECL;QT_IDMIN_PLA;QT_IDMAX_PLA;CD_SIST_PLAN;Variedade;Estagio;Data_Plantio;Ambiente;Ph;Mo;P;K;Ca;Mg;H_al;Al;S;Na;Sb;Ctc;V;VM;CORR_T;FERT_KG;FERT_L;FUNG_L;HERB_KG;HERB_L;INSET_KG;INSET_L;RESI_M3;RESI_T;Temp_Med;Temp_max;Temp_min;UR_med;UR_max;Ur_min;Vel_vento_ms;Rad_Solar_MJm2;Chuva;EPT_mm;dia;mes;ano
70;70;6.71;0.0533;0.2739;Inverno;1;12;15;6;RB855156;Descanso;20/02/2016;mF;6.4;25.5;97.0;3.15;75.29;33.215;12.0;0.34;0.0;0.0;111.655;123.5;89.0;4.78;0.0;0.0;0.0;1.01;1.59;1.05;0.91;0.93;0.0;0.0;24.42;29.38;19.47;82.9;99.61;66.18;1.18;18.14;253.6;126.8;-1;-1;-1
71;71;7.41;0.0127;0.0;Inverno;1;12;15;6;RB867515;1o. Corte-12M Inv.;30/06/2016;mC;5.8;19.5;5.0;1.94;45.99;23.15;23.5;0.19;0.0;0.0;71.08;94.5;75.0;7.5;0.0;0.0;0.0;1.0;1.0;0.98;1.09;0.93;0.0;0.0;24.42;29.38;19.47;82.9;99.61;66.18;1.18;18.14;253.6;126.8;-1;-1;-1
72;72;1.88;0.0641;0.244;Inverno;1;12;15;6;RB966928;1o. Corte-12M Inv.;27/06/2016;B;5.15;19.0;31.5;2.885;28.695;17.72;17.5;0.515;0.0;0.0;49.3;67.0;71.5;6.17;0.0;0.0;0.0;0.0;0.0;1.0;1.02;0.0;1.0;0.0;26.79;31.46;22.12;80.57;97.07;64.08;1.81;13.52;5.3;115.1;-1;-1;-1
73;73;3.11;0.4774;0.0;18M;2;12;15;6;RB855536;Cana Planta - 18 m;28/03/2017;mE;5.7;11.5;37.0;4.91;24.825;15.41;22.0;0.21;0.0;0.0;45.145;67.5;66.5;6.19;0.0;0.0;0.0;0.0;0.0;0.95;0.0;0.0;0.0;0.0;25.83;30.84;20.81;80.06;99.2;60.92;0.73;17.65;379.1;123.4;-1;-1;-1
74;74;7.0;0.5205;0.0;18M;2;12;15;6;RB855536;Cana Planta - 18 m;28/03/2017;mE;5.7;11.5;37.0;4.91;24.825;15.41;22.0;0.21;0.0;0.0;45.145;67.5;66.5;5.47;0.0;0.0;0.0;0.0;0.0;0.99;0.0;0.0;0.0;0.0;25.83;30.84;20.81;80.06;99.2;60.92;0.73;17.65;379.1;123.4;-1;-1;-1
75;75;2.54;0.0517;0.0;Inverno;1;12;15;6;CV7870;Descanso;06/04/2017;mC;4.85;11.0;5.0;5.385;17.65;9.45;26.57;0.5;0.0;0.0;32.485;59.0;54.5;5.58;0.0;0.0;0.0;0.0;1.85;1.13;0.88;0.0;0.0;0.0;26.62;31.52;21.71;81.41;99.04;63.78;1.18;19.39;0.7;139.4;-1;-1;-1
76;76;7.6;0.05;0.0072;Inverno;1;12;15;6;CV7870;Descanso;05/04/2017;mD;4.55;7.0;4.4;3.6;5.8;4.1;23.895;1.0;0.0;0.0;13.5;37.5;36.0;5.96;0.0;0.0;0.0;0.0;1.85;1.09;0.88;0.0;0.0;0.0;26.62;31.52;21.71;81.41;99.04;63.78;1.18;19.39;0.7;139.4;-1;-1;-1
77;77;12.63;0.0749;0.0307;Inverno;1;12;15;6;CV7870;Descanso;05/04/2017;mD;4.55;7.0;4.4;3.6;5.8;4.1;23.895;1.0;0.0;0.0;13.5;37.5;36.0;5.6;0.0;0.0;0.0;1.0;1.85;1.12;0.88;0.0;0.0;0.0;26.62;31.52;21.71;81.41;99.04;63.78;1.18;19.39;0.7;139.4;-1;-1;-1
78;78;4.59;0.0878;0.0307;Inverno;1;12;15;6;CV7870;Descanso;06/04/2017;mD;4.3;6.5;14.75;1.595;5.15;3.55;32.585;3.5;0.0;0.0;10.295;43.0;23.5;5.59;0.0;0.0;0.0;0.0;1.85;1.09;0.88;0.0;0.0;0.0;26.62;31.52;21.71;81.41;99.04;63.78;1.18;19.39;0.7;139.4;-1;-1;-1
79;79;9.88;0.0603;0.0252;Inverno;1;12;15;6;CV7870;Descanso;09/07/2017;mD;4.3;6.5;14.75;1.595;5.15;3.55;32.585;3.5;0.0;0.0;10.295;43.0;23.5;6.44;0.0;0.0;0.0;1.0;1.85;1.12;0.88;0.0;0.0;0.0;26.62;31.52;21.71;81.41;99.04;63.78;1.18;19.39;0.7;139.4;-1;-1;-1
80;80;3.91;0.0348;0.0076;Inverno;1;12;15;6;CV7870;Descanso;04/04/2017;mD;4.3;6.5;14.75;1.595;5.15;3.55;32.585;3.5;0.0;0.0;10.295;43.0;23.5;6.24;0.0;0.0;0.0;0.0;1.85;1.13;0.88;0.0;0.0;0.0;26.62;31.52;21.71;81.41;99.04;63.78;1.18;19.39;0.7;139.4;-1;-1;-1
81;81;2.01;0.0233;0.0;Inverno;1;12;15;6;CV7870;Descanso;04/04/2017;mD;4.3;6.5;14.75;1.595;5.15;3.55;32.585;3.5;0.0;0.0;10.295;43.0;23.5;6.04;0.0;0.0;0.0;0.0;1.85;1.13;0.88;0.0;0.0;0.0;26.62;31.52;21.71;81.41;99.04;63.78;1.18;19.39;0.7;139.4;-1;-1;-1
82;82;4.4;0.0348;0.0;Inverno;1;12;15;6;CV7870;Descanso;04/04/2017;mD;4.3;6.5;14.75;1.595;5.15;3.55;32.585;3.5;0.0;0.0;10.295;43.0;23.5;6.23;0.0;0.0;0.0;0.0;1.85;1.12;0.88;0.0;0.0;0.0;26.62;31.52;21.71;81.41;99.04;63.78;1.18;19.39;0.7;139.4;-1;-1;-1
83;83;1.85;0.0669;0.0016;Inverno;1;12;15;6;CV7870;Descanso;04/04/2017;mD;4.3;6.5;14.75;1.595;5.15;3.55;32.585;3.5;0.0;0.0;10.295;43.0;23.5;5.84;0.0;0.0;0.0;0.0;1.85;1.13;0.88;0.0;0.0;0.0;26.62;31.52;21.71;81.41;99.04;63.78;1.18;19.39;0.7;139.4;-1;-1;-1
84;84;12.85;0.1115;0.0928;Inverno;1;12;15;6;CV7870;Descanso;06/04/2017;mD;4.85;11.0;5.0;5.385;17.65;9.45;26.57;0.5;0.0;0.0;32.485;59.0;54.5;5.6;0.0;0.0;0.0;0.0;1.85;1.09;0.88;0.0;0.0;0.0;26.62;31.52;21.71;81.41;99.04;63.78;1.18;19.39;0.7;139.4;-1;-1;-1
85;85;21.93;0.0725;0.0;Inverno;1;12;15;6;CV7870;Descanso;05/04/2017;mD;4.3;6.5;14.75;1.595;5.15;3.55;32.585;3.5;0.0;0.0;10.295;43.0;23.5;6.1;0.0;0.0;0.0;0.0;1.85;1.13;0.88;0.0;0.0;0.0;26.62;31.52;21.71;81.41;99.04;63.78;1.18;19.39;0.7;139.4;-1;-1;-1
86;86;10.71;0.13;0.0478;Inverno;1;12;15;6;CV7870;Descanso;06/04/2017;mC;4.85;11.0;5.0;5.385;17.65;9.45;26.57;0.5;0.0;0.0;32.485;59.0;54.5;5.73;0.0;0.0;0.0;0.0;1.85;1.08;0.88;0.0;0.0;0.0;26.62;31.52;21.71;81.41;99.04;63.78;1.18;19.39;0.7;139.4;-1;-1;-1
87;87;13.93;0.0965;0.0716;Inverno;1;12;15;6;CV7870;Descanso;06/04/2017;mD;4.55;7.0;4.4;3.6;5.8;4.1;23.895;1.0;0.0;0.0;13.5;37.5;36.0;6.04;0.0;0.0;0.0;0.0;1.85;1.02;0.88;0.0;0.0;0.0;26.62;31.52;21.71;81.41;99.04;63.78;1.18;19.39;0.7;139.4;-1;-1;-1
88;88;1.97;0.125;0.0676;Inverno;1;12;15;6;CV7870;Descanso;07/04/2017;mD;4.55;7.0;4.4;3.6;5.8;4.1;23.895;1.0;0.0;0.0;13.5;37.5;36.0;6.12;0.0;0.0;0.0;0.0;1.85;1.12;0.88;0.0;0.0;0.0;26.62;31.52;21.71;81.41;99.04;63.78;1.18;19.39;0.7;139.4;-1;-1;-1
89;89;1.99;0.0339;0.0;Inverno;1;12;15;6;CV7870;Descanso;07/04/2017;mC;4.6;11.0;4.5;3.675;23.99;10.94;21.5;0.96;0.0;0.0;38.605;60.5;63.5;5.27;0.0;0.0;0.0;0.0;1.87;1.25;1.32;0.0;0.0;0.0;26.62;31.52;21.71;81.41;99.04;63.78;1.18;19.39;0.7;139.4;-1;-1;-1
90;90;4.03;0.0373;0.0506;Inverno;1;12;15;6;CV7870;Descanso;07/04/2017;mC;4.6;11.0;4.5;3.675;23.99;10.94;21.5;0.96;0.0;0.0;38.605;60.5;63.5;5.87;0.0;0.0;0.0;0.0;1.87;1.25;1.32;0.0;0.0;0.0;26.62;31.52;21.71;81.41;99.04;63.78;1.18;19.39;0.7;139.4;-1;-1;-1
91;91;3.51;0.0335;0.03;Inverno;1;12;15;6;CV7870;Descanso;07/04/2017;mC;4.6;11.0;4.5;3.675;23.99;10.94;21.5;0.96;0.0;0.0;38.605;60.5;63.5;5.88;0.0;0.0;0.0;0.0;1.87;1.26;1.32;0.0;0.0;0.0;26.62;31.52;21.71;81.41;99.04;63.78;1.18;19.39;0.7;139.4;-1;-1;-1
92;92;2.79;0.0793;0.0632;Inverno;1;12;15;6;CV7870;Descanso;08/04/2017;mC;4.6;11.0;4.5;3.675;23.99;10.94;21.5;0.96;0.0;0.0;38.605;60.5;63.5;5.92;0.0;0.0;0.0;0.0;1.87;1.26;1.32;0.0;0.0;0.0;26.62;31.52;21.71;81.41;99.04;63.78;1.18;19.39;0.7;139.4;-1;-1;-1
93;93;1.15;0.037000000000000005;0.0686;Inverno;1;12;15;6;CV7870;Descanso;08/04/2017;mC;4.6;11.0;4.5;3.675;23.99;10.94;21.5;0.96;0.0;0.0;38.605;60.5;63.5;6.05;0.0;0.0;0.0;0.0;1.87;1.26;1.32;0.0;0.0;0.0;26.62;31.52;21.71;81.41;99.04;63.78;1.18;19.39;0.7;139.4;-1;-1;-1
94;94;0.9;0.0119;0.0;Inverno;1;12;15;6;CV7870;Descanso;08/04/2017;mC;4.6;11.0;4.5;3.675;23.99;10.94;21.5;0.96;0.0;0.0;38.605;60.5;63.5;5.76;0.0;0.0;0.0;0.0;1.87;1.26;1.32;0.0;0.0;0.0;26.62;31.52;21.71;81.41;99.04;63.78;1.18;19.39;0.7;139.4;-1;-1;-1
95;95;6.59;0.003;0.1226;Inverno;1;12;15;6;CTC4;Descanso;03/07/2017;mB;4.5;17.5;3.5;1.28;12.545;6.82;25.0;1.1;0.0;0.0;20.645;45.5;45.0;6.57;0.0;0.0;1.15;1.0;0.0;0.93;1.0;1.0;1.0;0.0;26.62;31.52;21.71;81.41;99.04;63.78;1.18;19.39;0.7;139.4;-1;-1;-1
96;96;5.05;0.0015;0.0664;Inverno;1;12;15;6;CTC4;Descanso;03/07/2017;mB;4.5;17.5;3.5;1.28;12.545;6.82;25.0;1.1;0.0;0.0;20.645;45.5;45.0;6.47;0.0;0.0;1.15;1.0;1.02;0.97;1.0;1.0;1.0;0.0;26.62;31.52;21.71;81.41;99.04;63.78;1.18;19.39;0.7;139.4;-1;-1;-1
97;97;3.69;0.0089;0.1133;Inverno;1;12;15;6;CTC4;Descanso;29/07/2017;mB;4.5;17.5;3.5;1.28;12.545;6.82;25.0;1.1;0.0;0.0;20.645;45.5;45.0;6.14;0.0;0.0;1.15;0.0;1.02;0.98;0.0;0.0;1.0;0.0;26.62;31.52;21.71;81.41;99.04;63.78;1.18;19.39;0.7;139.4;-1;-1;-1
98;98;15.56;0.001;0.0136;Inverno;1;12;15;6;CTC4;Descanso;24/07/2017;mB;4.7;19.0;5.0;2.505;13.875;8.44;23.5;0.775;0.0;0.0;24.82;48.0;51.0;6.94;0.0;0.0;1.15;1.0;0.0;0.93;1.0;1.0;1.0;0.0;26.62;31.52;21.71;81.41;99.04;63.78;1.18;19.39;0.7;139.4;-1;-1;-1
99;99;30.15;0.0017;0.0551;Inverno;1;12;15;6;CTC4;Descanso;29/07/2017;mB;5.9;16.5;6.0;1.44;21.71;14.44;16.5;0.14;0.0;0.0;37.59;54.0;69.0;6.62;0.0;0.0;1.15;1.0;1.02;1.0;1.0;1.0;1.0;0.0;26.62;31.52;21.71;81.41;99.04;63.78;1.18;19.39;0.7;139.4;-1;-1;-1
100;100;23.32;0.004;0.1317;Inverno;1;12;15;6;CTC4;Descanso;24/07/2017;mB;4.4;24.5;4.5;2.59;13.4;8.315;35.0;1.17;0.0;0.0;24.305;59.0;41.0;6.77;0.0;0.0;1.15;1.0;1.02;1.0;1.0;1.0;1.0;0.0;26.62;31.52;21.71;81.41;99.04;63.78;1.18;19.39;0.7;139.4;-1;-1;-1
101;101;8.66;0.0082;0.0;Inverno;1;12;15;6;CTC4;Descanso;22/06/2017;C;4.65;15.5;6.5;1.39;18.44;5.76;29.5;0.855;0.0;0.0;25.59;55.5;45.5;6.17;1.02;0.0;1.62;1.0;0.0;1.07;1.0;1.0;0.0;0.0;26.62;31.52;21.71;81.41;99.04;63.78;1.18;19.39;0.7;139.4;-1;-1;-1
102;102;0.96;0.0198;0.0;Inverno;1;12;15;6;CTC4;Descanso;23/06/2017;C;4.55;13.5;5.0;0.53;10.815;5.43;24.0;1.255;0.0;0.0;16.775;40.5;41.0;6.06;0.0;0.0;1.62;1.0;0.0;1.07;1.0;1.0;0.0;0.0;26.62;31.52;21.71;81.41;99.04;63.78;1.18;19.39;0.7;139.4;-1;-1;-1
103;103;2.71;0.0195;0.0;Inverno;1;12;15;6;CTC4;Descanso;22/06/2017;C;4.55;13.5;5.0;0.53;10.815;5.43;24.0;1.255;0.0;0.0;16.775;40.5;41.0;6.58;1.01;0.0;1.62;1.0;0.0;1.07;1.64;1.0;0.0;0.0;26.62;31.52;21.71;81.41;99.04;63.78;1.18;19.39;0.7;139.4;-1;-1;-1
104;104;4.09;0.0066;0.0;Inverno;1;12;15;6;CTC4;Descanso;22/06/2017;C;5.45;16.0;5.0;1.235;29.95;13.05;18.5;0.05;0.0;0.0;44.235;63.0;69.5;6.23;0.0;0.0;1.62;1.0;0.0;1.07;1.7;1.0;0.0;0.0;26.62;31.52;21.71;81.41;99.04;63.78;1.18;19.39;0.7;139.4;-1;-1;-1
105;105;3.12;0.0183;0.0;Inverno;1;12;15;6;CTC4;Descanso;23/06/2017;C;4.4;11.5;4.0;1.005;6.92;4.56;31.5;3.185;0.0;0.0;12.485;44.0;28.0;6.16;1.0;0.0;1.62;1.0;0.0;1.08;1.73;1.0;0.0;0.0;26.62;31.52;21.71;81.41;99.04;63.78;1.18;19.39;0.7;139.4;-1;-1;-1
106;106;3.83;0.011000000000000001;0.0;Inverno;1;12;15;6;CTC4;Descanso;23/06/2017;C;4.4;11.5;4.0;1.005;6.92;4.56;31.5;3.185;0.0;0.0;12.485;44.0;28.0;5.53;1.0;0.0;1.62;1.0;0.0;1.07;1.41;1.0;0.0;0.0;26.62;31.52;21.71;81.41;99.04;63.78;1.18;19.39;0.7;139.4;-1;-1;-1
107;107;0.51;0.0116;0.0;Inverno;1;12;15;6;CTC4;Descanso;23/06/2017;C;4.4;11.5;4.0;1.005;6.92;4.56;31.5;3.185;0.0;0.0;12.485;44.0;28.0;6.3;1.0;0.0;1.62;1.0;0.0;1.07;1.59;1.0;0.0;0.0;26.62;31.52;21.71;81.41;99.04;63.78;1.18;19.39;0.7;139.4;-1;-1;-1
108;108;2.36;0.0061;0.0;Inverno;1;12;15;6;CTC4;Descanso;23/06/2017;C;4.4;11.5;4.0;1.005;6.92;4.56;31.5;3.185;0.0;0.0;12.485;44.0;28.0;6.08;1.0;0.0;1.62;1.0;0.0;1.07;1.75;1.0;0.0;0.0;26.62;31.52;21.71;81.41;99.04;63.78;1.18;19.39;0.7;139.4;-1;-1;-1
109;109;2.98;0.0192;0.0;Inverno;1;12;15;6;CTC4;Descanso;23/06/2017;C;4.5;12.5;4.5;0.545;8.96;6.025;28.0;1.57;0.0;0.0;15.53;43.5;35.0;5.54;1.0;0.0;1.62;1.0;0.0;1.1;1.71;1.0;0.0;0.0;26.62;31.52;21.71;81.41;99.04;63.78;1.18;19.39;0.7;139.4;-1;-1;-1
110;110;2.3;0.0165;0.0;Inverno;1;12;15;6;CTC4;Descanso;27/06/2017;mC;4.5;12.5;4.5;0.545;8.96;6.025;28.0;1.57;0.0;0.0;15.53;43.5;35.0;6.07;1.0;0.0;1.62;1.0;0.0;1.05;1.67;1.0;0.0;0.0;26.62;31.52;21.71;81.41;99.04;63.78;1.18;19.39;0.7;139.4;-1;-1;-1
111;111;7.26;0.0181;0.0;Inverno;1;12;15;6;CTC4;Descanso;22/06/2017;mC;4.05;11.0;4.0;0.605;5.94;3.545;31.0;4.875;0.0;0.0;10.09;41.5;23.5;5.85;1.0;0.0;0.0;1.0;1.01;1.09;1.73;1.0;0.0;0.0;26.62;31.52;21.71;81.41;99.04;63.78;1.18;19.39;0.7;139.4;-1;-1;-1
112;112;1.7;0.0235;0.0;Inverno;1;12;15;6;CTC4;Descanso;31/05/2017;mC;4.05;11.0;4.0;0.605;5.94;3.545;31.0;4.875;0.0;0.0;10.09;41.5;23.5;5.85;1.0;0.0;0.0;0.0;1.01;1.09;1.0;0.0;0.0;0.0;26.62;31.52;21.71;81.41;99.04;63.78;1.18;19.39;0.7;139.4;-1;-1;-1
113;113;3.12;0.0653;0.0;Inverno;1;12;15;6;CTC4;Descanso;31/05/2017;mC;4.45;12.5;4.5;0.46;9.28;6.145;26.0;1.785;0.0;0.0;15.885;42.0;37.5;6.13;1.0;0.0;0.0;0.0;1.01;1.09;1.0;0.0;0.0;0.0;26.62;31.52;21.71;81.41;99.04;63.78;1.18;19.39;0.7;139.4;-1;-1;-1
114;114;1.25;0.0518;0.0;Inverno;1;12;15;6;CTC4;Descanso;31/05/2017;mC;4.05;11.0;4.0;0.605;5.94;3.545;31.0;4.875;0.0;0.0;10.09;41.5;23.5;6.05;1.0;0.0;0.0;0.0;1.01;1.05;1.0;0.0;0.0;0.0;26.62;31.52;21.71;81.41;99.04;63.78;1.18;19.39;0.7;139.4;-1;-1;-1
115;115;0.44;0.3788;0.0;Inverno;1;12;15;6;CTC4;Descanso;23/06/2017;mC;4.5;12.5;4.5;0.545;8.96;6.025;28.0;1.57;0.0;0.0;15.53;43.5;35.0;5.7;1.0;0.0;0.0;1.0;1.01;1.05;1.71;1.0;0.0;1.0;26.62;31.52;21.71;81.41;99.04;63.78;1.18;19.39;0.7;139.4;-1;-1;-1
116;116;13.97;0.0365;0.0014;Inverno;1;12;15;6;CTC4;Descanso;31/05/2017;mC;4.45;12.5;4.5;0.46;9.28;6.145;26.0;1.785;0.0;0.0;15.885;42.0;37.5;6.1;1.0;0.0;0.0;0.0;1.01;1.05;1.0;0.0;0.0;1.0;26.62;31.52;21.71;81.41;99.04;63.78;1.18;19.39;0.7;139.4;-1;-1;-1
117;117;1.51;0.0498;0.0;Inverno;1;12;15;6;CTC4;Descanso;22/06/2017;mC;4.4;11.5;4.0;1.005;6.92;4.56;31.5;3.185;0.0;0.0;12.485;44.0;28.0;6.1;1.0;0.0;0.0;1.0;1.01;1.05;1.7;1.0;0.0;1.0;26.62;31.52;21.71;81.41;99.04;63.78;1.18;19.39;0.7;139.4;-1;-1;-1
118;118;8.41;0.0265;0.0;Inverno;1;12;15;6;CTC4;Descanso;22/06/2017;mC;4.05;11.0;4.0;0.605;5.94;3.545;31.0;4.875;0.0;0.0;10.09;41.5;23.5;5.88;1.0;0.0;0.0;1.0;1.01;1.09;1.7;1.0;0.0;1.0;26.62;31.52;21.71;81.41;99.04;63.78;1.18;19.39;0.7;139.4;-1;-1;-1
119;119;3.52;0.0089;0.0;Inverno;1;12;15;6;CTC4;Descanso;23/06/2017;C;4.55;13.5;5.0;0.53;10.815;5.43;24.0;1.255;0.0;0.0;16.775;40.5;41.0;5.46;0.0;0.0;1.62;1.0;0.0;1.07;1.0;1.0;0.0;0.0;26.62;31.52;21.71;81.41;99.04;63.78;1.18;19.39;0.7;139.4;-1;-1;-1
120;120;0.85;0.0367;0.0;Inverno;1;12;15;6;CTC4;Descanso;23/06/2017;C;4.55;13.5;5.0;0.53;10.815;5.43;24.0;1.255;0.0;0.0;16.775;40.5;41.0;6.02;0.0;0.0;1.62;1.0;0.0;1.07;1.0;1.0;0.0;0.0;26.62;31.52;21.71;81.41;99.04;63.78;1.18;19.39;0.7;139.4;-1;-1;-1
121;121;0.93;0.0118;0.0;Inverno;1;12;15;6;CTC4;Descanso;23/06/2017;C;4.55;13.5;5.0;0.53;10.815;5.43;24.0;1.255;0.0;0.0;16.775;40.5;41.0;6.32;0.0;0.0;1.62;1.0;0.0;1.07;1.0;1.0;0.0;0.0;26.62;31.52;21.71;81.41;99.04;63.78;1.18;19.39;0.7;139.4;-1;-1;-1
122;122;2.04;0.0044;0.0015;Inverno;1;12;15;6;CTC4;Descanso;27/06/2017;C;4.55;13.5;5.0;0.53;10.815;5.43;24.0;1.255;0.0;0.0;16.775;40.5;41.0;6.28;0.0;0.0;1.62;1.0;0.0;1.1;1.0;1.0;0.0;0.0;26.62;31.52;21.71;81.41;99.04;63.78;1.18;19.39;0.7;139.4;-1;-1;-1
123;123;1.8;0.018000000000000002;0.0;Inverno;1;12;15;6;CTC4;Descanso;23/06/2017;C;4.55;13.5;5.0;0.53;10.815;5.43;24.0;1.255;0.0;0.0;16.775;40.5;41.0;6.14;0.0;0.0;1.62;1.0;0.0;1.07;1.0;1.0;0.0;0.0;26.62;31.52;21.71;81.41;99.04;63.78;1.18;19.39;0.7;139.4;-1;-1;-1
124;124;15.41;0.004;0.0091;Inverno;1;12;15;6;CTC4;Descanso;24/06/2017;mB;4.4;11.5;8.0;2.845;15.135;9.78;20.0;0.995;0.0;0.0;27.76;48.0;57.0;6.51;1.0;0.0;0.0;2.01;0.0;1.09;1.51;3.0;0.0;1.0;26.62;31.52;21.71;81.41;99.04;63.78;1.18;19.39;0.7;139.4;-1;-1;-1
125;125;1.82;0.0117;0.2673;Inverno;1;12;15;6;CTC4;Descanso;24/06/2017;mC;4.35;9.0;19.0;4.205;24.37;6.36;21.5;1.235;0.0;0.0;34.935;56.5;61.0;5.64;1.0;0.0;0.0;2.01;0.0;0.98;1.73;3.0;0.0;1.0;26.62;31.52;21.71;81.41;99.04;63.78;1.18;19.39;0.7;139.4;-1;-1;-1
126;126;2.54;0.0023;0.0;Inverno;1;12;15;6;CTC4;Descanso;24/06/2017;B;4.35;9.0;19.0;4.205;24.37;6.36;21.5;1.235;0.0;0.0;34.935;56.5;61.0;5.94;1.0;0.0;0.0;2.01;0.0;0.98;1.67;3.0;0.0;1.0;26.62;31.52;21.71;81.41;99.04;63.78;1.18;19.39;0.7;139.4;-1;-1;-1
127;127;3.96;0.0014;0.0589;Inverno;1;12;15;6;CTC4;Descanso;24/06/2017;B;4.35;9.0;19.0;4.205;24.37;6.36;21.5;1.235;0.0;0.0;34.935;56.5;61.0;6.34;1.0;0.0;0.0;2.01;0.0;0.99;1.72;3.0;0.0;1.0;26.62;31.52;21.71;81.41;99.04;63.78;1.18;19.39;0.7;139.4;-1;-1;-1
128;128;0.8;0.1016;0.0;Inverno;1;12;15;6;CTC4;Descanso;26/06/2017;B;4.35;9.0;19.0;4.205;24.37;6.36;21.5;1.235;0.0;0.0;34.935;56.5;61.0;5.19;1.0;0.0;0.0;2.01;0.0;0.98;1.7;3.0;0.0;1.0;26.62;31.52;21.71;81.41;99.04;63.78;1.18;19.39;0.7;139.4;-1;-1;-1
129;129;0.62;0.0079;0.0;Inverno;1;12;15;6;CTC4;Descanso;26/06/2017;B;4.35;9.0;19.0;4.205;24.37;6.36;21.5;1.235;0.0;0.0;34.935;56.5;61.0;5.75;1.0;0.0;0.0;2.01;0.0;0.98;1.73;3.0;0.0;1.0;26.62;31.52;21.71;81.41;99.04;63.78;1.18;19.39;0.7;139.4;-1;-1;-1
130;130;0.52;0.0214;0.0;Inverno;1;12;15;6;CTC4;Descanso;26/06/2017;B;4.35;9.0;19.0;4.205;24.37;6.36;21.5;1.235;0.0;0.0;34.935;56.5;61.0;5.51;1.0;0.0;0.0;2.01;0.0;0.98;1.65;3.0;0.0;1.0;26.62;31.52;21.71;81.41;99.04;63.78;1.18;19.39;0.7;139.4;-1;-1;-1
131;131;7.77;0.0067;0.1924;Inverno;1;12;15;6;CTC4;Descanso;26/06/2017;B;4.35;9.0;19.0;4.205;24.37;6.36;21.5;1.235;0.0;0.0;34.935;56.5;61.0;6.05;1.0;0.0;0.0;2.01;0.0;0.98;1.7;3.0;0.0;1.0;26.62;31.52;21.71;81.41;99.04;63.78;1.18;19.39;0.7;139.4;-1;-1;-1
132;132;1.62;0.0142;0.0;Inverno;1;12;15;6;CTC4;Descanso;26/06/2017;B;4.65;10.5;4.5;2.225;17.29;9.125;22.5;0.54;0.0;0.0;28.64;51.0;55.5;5.92;1.0;0.0;0.0;2.01;0.0;1.1;1.68;3.0;0.0;0.0;26.62;31.52;21.71;81.41;99.04;63.78;1.18;19.39;0.7;139.4;-1;-1;-1
133;133;1.47;0.0067;0.0;Inverno;1;12;15;6;CTC4;Descanso;26/06/2017;B;4.65;10.5;4.5;2.225;17.29;9.125;22.5;0.54;0.0;0.0;28.64;51.0;55.5;5.45;1.0;0.0;0.0;2.01;0.0;1.1;1.61;3.0;0.0;0.0;26.62;31.52;21.71;81.41;99.04;63.78;1.18;19.39;0.7;139.4;-1;-1;-1
134;134;10.93;0.0099;0.0;Inverno;1;12;15;6;CTC4;Descanso;26/06/2017;B;4.85;14.5;6.5;1.8;23.005;11.76;23.5;0.505;0.0;0.0;36.565;60.0;58.0;6.12;1.0;0.0;0.0;2.01;0.0;1.09;1.52;3.0;0.0;0.0;26.62;31.52;21.71;81.41;99.04;63.78;1.18;19.39;0.7;139.4;-1;-1;-1
135;135;12.98;0.0069;0.0742;Inverno;1;12;15;6;CTC4;Descanso;27/06/2017;B;4.85;14.5;6.5;1.8;23.005;11.76;23.5;0.505;0.0;0.0;36.565;60.0;58.0;6.35;1.0;0.0;0.0;2.01;0.0;1.09;1.63;3.0;0.0;0.0;26.62;31.52;21.71;81.41;99.04;63.78;1.18;19.39;0.7;139.4;-1;-1;-1
136;136;1.82;0.0056;0.1199;Inverno;1;12;15;6;CTC4;Descanso;27/06/2017;B;4.85;14.5;6.5;1.8;23.005;11.76;23.5;0.505;0.0;0.0;36.565;60.0;58.0;5.85;1.0;0.0;0.0;2.01;0.0;1.07;1.57;3.0;0.0;0.0;26.62;31.52;21.71;81.41;99.04;63.78;1.18;19.39;0.7;139.4;-1;-1;-1
137;137;1.77;0.0197;0.1187;Inverno;1;12;15;6;CTC4;Descanso;24/06/2017;mB;4.4;11.5;8.0;2.845;15.135;9.78;20.0;0.995;0.0;0.0;27.76;48.0;57.0;6.28;1.0;0.0;0.0;2.01;0.0;0.98;1.77;3.0;0.0;1.0;26.62;31.52;21.71;81.41;99.04;63.78;1.18;19.39;0.7;139.4;-1;-1;-1
138;138;1.35;0.0604;0.1059;Inverno;1;12;15;6;CTC4;Descanso;24/06/2017;mB;4.4;11.5;8.0;2.845;15.135;9.78;20.0;0.995;0.0;0.0;27.76;48.0;57.0;5.88;1.0;0.0;0.0;2.01;0.0;0.98;1.77;3.0;0.0;1.0;26.62;31.52;21.71;81.41;99.04;63.78;1.18;19.39;0.7;139.4;-1;-1;-1
139;139;2.66;0.0511;0.0858;Inverno;1;12;15;6;CTC4;Descanso;26/06/2017;mB;4.4;11.5;8.0;2.845;15.135;9.78;20.0;0.995;0.0;0.0;27.76;48.0;57.0;6.09;1.0;0.0;0.0;2.01;0.0;0.98;1.65;3.0;0.0;1.0;26.62;31.52;21.71;81.41;99.04;63.78;1.18;19.39;0.7;139.4;-1;-1;-1
